SK_ID_CURR,EXT_SOURCE_2,EXT_SOURCE_3,CODE_GENDER,PAYMENT_RATE,DAYS_EMPLOYED,INSTAL_DPD_MEAN,PREV_CNT_PAYMENT_MEAN,NAME_EDUCATION_TYPE_Highereducation,DAYS_BIRTH,AMT_ANNUITY,TARGET
226081,0.5880693583454054,0.6940926425266661,1,0.042363206754042,,0.0,15.0,0,60.65,21541.5,0.0
150075,0.4212720947835376,0.7981372313187245,1,0.0563427561837455,,0.7669902912621359,15.0,0,65.45,14350.5,0.0
104032,0.3063803293103164,0.6144143775673561,0,0.0409149166913142,4.25,0.6774193548387096,36.0,0,49.04,28012.5,0.0
394883,0.6775899441197091,,1,0.027587755827773,0.43,0.2307692307692307,22.5,1,43.93,39798.0,0.0
288650,0.3875361073991525,0.5316861425197883,1,0.1028857479387514,9.91,0.2592592592592592,15.6,0,43.68,31446.0,0.0
439321,0.6630359455301359,0.7295666907060153,1,0.0561780524627288,1.32,1.0783132530120485,7.2,0,40.76,21433.5,0.0
102679,0.5891707507374124,0.2009260877159709,0,0.0546073401736385,2.25,0.1904761904761904,11.333333333333334,0,27.5,19926.0,1.0
223944,0.5204639696629946,,1,0.0293823038397328,0.73,0.0588235294117647,2.0,1,27.84,26928.0,0.0
130773,0.0371952330579042,0.2103502286944494,0,0.0795804933463161,0.7,0.0,16.5,0,51.71,17653.5,1.0
162345,0.326501772647986,,1,0.0527739410681399,10.19,9.333333333333334,12.0,0,38.56,16506.0,0.0
320238,0.5419815059525984,0.633031641417419,1,0.0976807787113838,15.5,0.0,4.5,1,46.7,48861.0,0.0
318939,0.4148296276698385,0.5172965813614878,1,0.105,6.18,1.027027027027027,5.833333333333333,1,29.49,11812.5,0.0
390097,0.6703779274734393,0.5814837058057234,1,0.0396555833631271,0.37,0.0,11.0,1,39.08,29947.5,0.0
102514,0.4306826380796692,0.5154953751603267,1,0.0731466666666666,3.01,9.23076923076923,12.0,0,33.17,24687.0,0.0
305673,0.6461787869792647,,0,0.1085757575757575,14.1,0.0,9.0,0,45.5,16123.5,0.0
436023,0.6439858982129266,0.4241303111942548,1,0.0324100604902897,5.96,0.0,7.0,0,42.13,27486.0,0.0
139585,0.69299515818461,0.1614630800057724,1,0.1085684997588036,4.72,3.4,24.0,1,51.68,16204.5,1.0
222538,0.6323578590584609,0.6528965519806539,1,0.0574015538121715,18.41,0.0,21.0,0,44.6,27130.5,0.0
329265,0.5856039337486638,0.8027454758994178,1,0.0789450966850828,4.85,0.0,9.333333333333334,0,35.17,24691.5,0.0
324547,0.5182859571238239,0.7180328113294772,0,0.0649116607773851,12.08,0.1904761904761904,22.0,0,57.78,8266.5,0.0
157299,0.7441161614541483,0.7421816117614419,1,0.032449187264012,7.37,1.649122807017544,24.0,0,37.55,21811.5,0.0
443120,0.5714591131972646,0.6347055309763198,0,0.0477452531645569,0.5,0.0,0.0,0,34.59,5431.5,0.0
365188,0.0791804102911215,,0,0.0322556564463808,8.84,28.65,28.0,0,29.36,21388.5,0.0
392326,0.5009367215849697,0.7421816117614419,1,0.0560640092081178,24.05,0.4285714285714285,8.0,0,42.1,31563.0,0.0
168030,0.2665197753925157,0.6279908192952864,1,0.0379007311586051,6.13,44.26315789473684,23.333333333333332,0,44.78,24259.5,0.0
160000,0.5975597934245092,,1,0.1136181818181818,5.68,0.074074074074074,7.333333333333333,0,29.34,28120.5,0.0
229403,0.5477188771813736,,1,0.1083922067127875,0.98,0.2954545454545454,6.0,0,32.05,19953.0,0.0
285593,0.6019534089554641,0.7194907850918436,1,0.0445242070116861,,,,0,60.05,12001.5,0.0
222275,0.6352913523969536,0.2340151665320674,1,0.05106,3.5,0.0,7.333333333333333,0,40.88,45954.0,0.0
217949,0.6006847459099217,0.4543210601605785,0,0.0606470230862697,0.81,4.148514851485149,14.25,1,39.49,35937.0,0.0
186154,0.6245201309624901,0.5531646987710016,1,0.0480968280467445,,0.3125,16.0,0,63.38,12964.5,0.0
437804,0.0007687809712322,0.1325974952361461,1,0.026579125147779,6.45,,,1,31.61,16996.5,1.0
366272,0.4829244778111914,0.158554899794863,0,0.051205,8.56,3.3333333333333335,,0,30.76,46084.5,0.0
279899,0.6831300546215255,0.1940678276718812,1,0.0361980198019801,19.25,0.0,20.5,0,53.33,16452.0,0.0
222290,0.5769659049087531,0.5280927512030451,1,0.0980565371024735,,0.3265306122448979,11.714285714285714,0,67.87,19480.5,0.0
340603,0.6777905551147667,,1,0.05,3.48,0.2083333333333333,12.0,0,50.37,22500.0,0.0
166047,0.6914390730996675,0.6706517530862718,0,0.0542500308122098,1.98,0.0071428571428571,38.0,0,43.94,11884.5,0.0
320540,0.5347099536539216,0.6195277080511546,1,0.0511887736860922,1.82,0.0,8.0,0,35.21,51543.0,0.0
219901,0.4627920341603314,,0,0.06563,0.64,,,0,53.46,29533.5,0.0
384938,0.1631870354642708,0.5495965024956946,0,0.048913721763006,13.2,0.0,12.0,0,33.76,22927.5,1.0
116968,0.2871137587049709,,0,0.0322570951585976,5.66,0.5306122448979592,14.5,0,41.62,43474.5,0.0
295925,0.3406414099933857,,0,0.1058852199342025,8.15,0.0,6.833333333333333,0,34.06,15642.0,0.0
361784,0.0988057968425601,0.434733248750173,1,0.0989,1.01,0.625,7.333333333333333,0,44.87,4450.5,0.0
271848,0.6061427345524987,0.8277026681625442,1,0.0293616342432053,0.7,0.0,17.0,0,58.08,31473.0,0.0
347416,0.6639977395171406,0.6674577419214722,1,0.051178354409591,,2.5,18.0,0,62.9,56092.5,0.0
213971,0.5345957002858667,0.5478104658520093,1,0.0789952531645569,,0.2727272727272727,25.77777777777778,0,61.27,17973.0,0.0
175118,0.7324988129168228,0.6127042441012546,1,0.03592,1.39,0.0,12.0,1,44.51,16164.0,0.0
230835,0.4302108606333773,0.363945238612397,0,0.05,0.79,0.12,12.0,0,21.37,9000.0,0.0
453908,0.1925879368058599,0.7047064232963289,1,0.0981945671378091,,0.0,10.857142857142858,0,65.63,16006.5,0.0
430296,0.7592475341643262,,0,0.103175,1.08,0.5714285714285714,15.666666666666666,0,28.72,18571.5,0.0
185676,0.4061304076062308,0.6940926425266661,1,0.0359190788568282,3.64,0.0,,1,43.23,38758.5,0.0
406296,0.740207870953909,0.4543210601605785,1,0.0535417756126203,,0.0,12.0,0,60.48,26262.0,0.0
395638,0.5393041410477922,,1,0.02924,2.93,5.9772727272727275,32.57142857142857,0,37.17,26316.0,0.0
397544,0.4172096987407732,,1,0.0277128547579298,1.16,,,1,24.18,16434.0,0.0
145843,0.1631870354642708,0.2896112383820055,1,0.0546880915961168,3.87,0.0,28.727272727272727,0,29.99,16249.5,0.0
356764,0.4875180878457895,,1,0.0483512538675874,2.19,0.0476190476190476,13.0,0,25.1,25456.5,0.0
129175,0.2329375954482193,0.6577838002083306,0,0.0727673147023086,13.95,0.0,27.0,0,56.78,21559.5,0.0
139639,0.1066742410588798,0.2405414172860865,0,0.05,0.91,,,0,21.49,18000.0,0.0
164906,0.3111219965028397,0.2940831009471255,1,0.0646234676007005,7.44,2.380952380952381,16.5,0,66.07,11623.5,0.0
341547,0.2212559086068051,0.3589512285783967,1,0.0442199976164938,,1.3098591549295775,31.5,0,59.98,33394.5,0.0
138394,0.4742101102254554,0.7407990879702335,0,0.0674,0.42,0.7857142857142857,8.0,0,30.72,15165.0,0.0
187479,0.5939365154573119,0.5549467685334323,0,0.05106,4.22,0.146788990825688,5.5,1,40.52,45954.0,1.0
367647,0.4506439963487556,0.2807895743848605,0,0.05,11.28,0.0,6.0,0,49.02,13500.0,0.0
446818,0.6682822588958194,0.5902333386185574,0,0.05,14.81,0.0,12.0,1,44.69,13500.0,0.0
329246,0.640841274223709,0.8214433128935934,1,0.0578639240506329,,0.0925925925925925,16.285714285714285,0,66.42,16456.5,0.0
234138,0.5372986967565796,0.5744466170995097,1,0.03674,9.93,0.0,23.666666666666668,1,46.27,24799.5,0.0
190946,0.6335974293967293,0.7544061731797895,0,0.1068399798081776,1.84,0.0,12.0,0,46.6,19048.5,0.0
245050,0.6158253719867137,0.6092756673894402,1,0.0921984619535887,3.16,1.0909090909090908,18.0,1,28.01,24601.5,0.0
348257,0.6385429607339289,,1,0.0512938230383973,,2.857142857142857,6.0,0,53.01,27652.5,0.0
178542,0.6438856211355779,0.470456116119975,1,0.0361133333333333,7.72,0.1666666666666666,12.0,0,32.61,24376.5,0.0
279976,0.4158757387359862,0.2431864804420123,1,0.0681590257879656,1.54,0.5294117647058824,16.0,0,50.39,17127.0,0.0
449222,0.645818731265154,0.7570690154522959,1,0.0324532678400873,1.57,0.0,4.0,0,29.14,21406.5,0.0
298597,0.7674009488108052,0.3392876999089139,0,0.0542435817083121,4.83,0.2,11.6,0,38.92,20641.5,1.0
208821,0.2630248853490152,0.0908147089893367,0,0.05454,1.62,0.1666666666666666,36.0,1,28.82,24543.0,0.0
253549,0.2142978111511449,0.2580842039460289,1,0.029356,2.95,0.4805194805194805,17.5,0,49.26,33025.5,0.0
340432,0.6351292046741144,0.1285043773724039,1,0.0413731096365826,11.13,0.3252032520325203,8.5,0,53.26,51768.0,0.0
435778,0.4475926075090452,0.2896112383820055,0,0.0679588607594936,3.74,0.0,16.0,0,38.01,7731.0,0.0
188170,0.6433288541456448,0.2622489709189549,1,0.0653484147952443,21.07,0.4031007751937984,11.142857142857142,1,40.07,35617.5,0.0
376184,0.155562269038425,0.3944954053123993,0,0.1077,2.43,0.546875,18.8,0,29.46,14539.5,0.0
381658,0.2035724632193326,,1,0.0362958115183246,31.34,3.863636363636364,31.0,0,58.25,12478.5,0.0
186941,0.7613477559247359,,0,0.0275834878729027,,1.6153846153846154,26.846153846153847,0,57.95,42502.5,1.0
392204,0.5344760023876667,0.2692857999073816,1,0.0447252063276507,13.54,0.1239669421487603,5.333333333333333,0,53.85,49797.0,0.0
364025,0.1767204415769705,0.6446794549585961,1,0.0425218616271961,,0.0490797546012269,41.0,0,63.36,35995.5,0.0
300944,0.595264855985064,,1,0.0380343082114735,1.07,0.0980392156862745,6.0,1,36.43,14607.0,0.0
146608,0.5244467327777131,0.6848276586890367,0,0.0412678192296026,,0.0,9.0,1,56.52,61227.0,0.0
428033,0.6685003660792269,0.4525335592581747,0,0.0733027035236938,3.39,0.4615384615384615,15.0,0,23.19,17374.5,0.0
429211,0.1068765449548739,0.3774042489507649,1,0.0643188376667193,14.04,0.0,12.0,0,32.65,20160.0,0.0
447673,0.3864104126380325,,1,0.0440400667779632,,0.0,10.0,0,59.43,11871.0,0.0
137388,0.6562116131422233,,1,0.03621,17.54,16.525,23.5,0,47.64,16294.5,0.0
315949,0.6896025322581566,,0,0.0305511707445409,,0.4418604651162791,40.5,0,62.17,16722.0,0.0
156036,0.7496104158999911,0.1385128770585923,1,0.0293572621035058,26.24,0.275,8.0,0,52.6,31653.0,0.0
359512,0.6386237114731407,0.8193176922872417,1,0.0314997582411331,10.51,0.0,14.666666666666666,0,53.4,39870.0,0.0
415428,0.6986278550737837,0.4048783643353997,1,0.0292391304347826,3.87,0.30625,13.0,0,34.43,30262.5,0.0
371841,0.6896586987662876,0.5352762504724826,0,0.0330497718931156,6.35,1.2162162162162162,23.333333333333332,0,49.3,26014.5,0.0
273217,0.3669291174987379,0.3656165070113335,1,0.0510592872392839,0.3,0.0,24.0,0,30.38,55962.0,0.0
153712,0.3985847629626431,0.6512602186973006,1,0.05132,15.82,0.3064516129032258,43.09090909090909,0,40.15,34641.0,0.0
353261,0.6359801373622019,0.4543210601605785,0,0.0324964048992545,4.13,0.0,6.0,0,53.74,17694.0,0.0
164338,0.3200008207920995,0.2314393514998941,0,0.0678690765492102,3.33,3.1818181818181817,10.0,0,29.48,40216.5,1.0
449385,0.3912328084483833,,0,0.1190959952885748,8.83,0.0,12.0,0,36.99,36400.5,0.0
302549,0.7215417432848695,0.3962195720630885,0,0.0293297839022862,0.52,0.1621621621621621,24.0,0,53.23,42142.5,1.0
266630,0.3607794259297844,0.5832379256761245,0,0.0512553305269508,15.15,0.025,24.0,0,42.42,33642.0,0.0
170182,0.6971801821912624,0.4632753280912678,0,0.033164,1.3,0.0,3.0,0,38.3,37309.5,0.0
351477,0.6724957433491536,0.5495965024956946,1,0.0425396257895364,,0.5555555555555556,9.4,0,46.72,32125.5,0.0
236178,0.6881730934739004,,1,0.02808,,0.0,24.0,0,60.14,18954.0,0.0
335743,0.6135827904945149,0.1519345490496476,1,0.0293989983305509,1.2,0.4285714285714285,6.0,0,48.08,23773.5,0.0
387022,0.5694175665815187,0.0592265013975064,1,0.0927633011540974,2.25,0.0,6.0,0,29.37,11502.0,0.0
140598,0.7574602821927302,0.7922644738669378,0,0.05,0.35,0.0204081632653061,16.0,1,32.77,20250.0,0.0
120196,0.2481213454309361,0.6212263380626669,0,0.029237037037037,6.11,1.7333333333333334,14.6,0,33.71,35523.0,0.0
443970,0.2467328319870806,0.0005272652387098,1,0.11897,2.56,0.0,12.0,0,51.96,53536.5,0.0
230531,0.5522597221619774,0.4632753280912678,1,0.05,0.92,0.0,18.444444444444443,0,54.22,21375.0,0.0
291911,0.6077703546884663,,1,0.0332571428571428,3.04,1.0721649484536082,5.0,0,41.53,20952.0,0.0
197493,0.6831915873189169,,1,0.0979151943462897,,0.0,9.5,0,67.75,24939.0,0.0
122732,0.525640978702073,0.6658549219640212,1,0.0704285714285714,23.52,0.7272727272727273,3.3333333333333335,0,50.67,11092.5,0.0
303681,0.7428065547753928,0.5442347412142162,1,0.0483367733883742,,0.0,6.0,0,53.58,27189.0,0.0
370035,0.689756976703026,0.1245194708919845,1,0.0793428005284015,6.08,5.166666666666667,12.0,1,29.32,30271.5,0.0
204538,0.3891047408548341,0.5154953751603267,0,0.0512281835811247,5.45,0.1666666666666666,24.0,0,38.93,38515.5,1.0
121097,0.6160581543165006,,0,0.0513826351935234,8.23,0.2426470588235294,19.8,0,57.53,20335.5,1.0
106929,0.7131801654329751,0.4884551844437485,1,0.0332807156011575,3.99,0.8674698795180723,8.5,0,41.04,18216.0,0.0
186087,0.6568082932114575,0.4418358231994413,0,0.0293474464304697,10.16,0.0,6.0,1,48.59,34785.0,1.0
298176,0.6883466926379521,0.6690566947824041,1,0.02638,,0.0,7.0,1,55.63,35613.0,0.0
222027,0.5785076461836287,0.6006575372857061,0,0.0293977821755906,8.35,0.4519230769230769,15.272727272727272,0,30.98,23931.0,0.0
163453,0.4018812697290985,0.7544061731797895,1,0.0398079647410672,0.87,8.565217391304348,8.666666666666666,0,34.25,34141.5,0.0
313211,0.6532010262864038,,0,0.074763779527559,7.85,0.475,10.333333333333334,0,42.08,42727.5,1.0
313572,0.2831734502152948,,1,0.0481038569273863,3.8,0.0,14.2,1,26.55,32148.0,0.0
336522,0.6445973146475633,,1,0.05,1.08,0.0303030303030303,17.0,0,38.36,16875.0,0.0
101549,0.5122999166138944,0.6594055320683344,1,0.0793591792736869,5.17,1.103448275862069,13.5,1,44.17,28822.5,0.0
343636,0.4474087822726035,0.6212263380626669,1,0.029356,6.93,0.25,22.666666666666668,1,32.07,33025.5,0.0
169005,0.7207281958538817,0.6109913280868294,1,0.0666083333333333,,0.2962962962962963,11.0,0,59.44,35968.5,0.0
131437,0.5937466397824012,0.3996756156233169,1,0.0379693365206455,5.21,15.63265306122449,33.0,0,61.37,17797.5,1.0
336734,0.5959337702960711,0.6848276586890367,1,0.0275828571428571,18.46,0.0,10.0,0,47.86,43443.0,0.0
345644,0.4803093805719078,0.6642482627052363,1,0.051516129032258,1.1,0.1428571428571428,18.0,0,41.77,14373.0,0.0
419362,0.6381845349294564,0.3979463219016906,1,0.0264766666666666,0.46,0.0,10.0,0,29.81,35743.5,0.0
196229,0.1403246237463578,0.4507472818545589,0,0.0482779168156358,5.84,0.0,10.0,0,44.56,36459.0,0.0
435245,0.2648772051724402,0.1575949986663102,0,0.0526632211792005,4.06,0.0,10.0,0,41.05,22468.5,0.0
420850,0.7653415056135544,0.6092756673894402,1,0.0488771466314399,,0.3278688524590163,8.0,0,31.69,26640.0,0.0
349414,0.627561102421452,0.6528965519806539,1,0.0293743094181321,,0.5221238938053098,14.0,0,57.4,28233.0,0.0
405662,0.6290778282937192,0.656158373001177,0,0.0263795918367346,2.19,0.2711864406779661,36.6,0,43.73,29083.5,0.0
336795,0.2286364061282916,0.4974688893052743,1,0.0542487479131886,2.82,0.0,6.0,1,25.47,29245.5,0.0
319432,0.6919194094319698,0.7898803468924867,0,0.0275953177257525,,0.6363636363636364,22.0,0,64.06,37129.5,0.0
420737,0.583989799770408,0.4561097392782771,1,0.05,11.54,0.0,12.0,0,42.27,11250.0,0.0
100321,0.6336075825314255,0.2103502286944494,0,0.0604281767955801,3.89,0.0,6.666666666666667,0,37.08,31500.0,0.0
134738,0.6978399605724145,0.326475210066026,1,0.038088,7.43,0.2,24.0,0,33.02,21424.5,0.0
407117,0.211848541927988,,0,0.1076910369891111,8.74,2.7211538461538463,15.6,0,29.4,35203.5,0.0
423136,0.41862470085549,0.180887977767074,1,0.0395328843673878,2.28,0.1,10.0,0,25.2,12415.5,0.0
291927,0.326953946437307,,1,0.0348325,9.63,0.0,23.333333333333332,0,37.93,62698.5,0.0
385089,0.6752974065838654,0.6832688314232291,1,0.0440461538461538,17.1,0.4117647058823529,8.0,0,37.7,12883.5,0.0
382255,0.0934453265892372,,1,0.0324964048992545,7.98,0.0,4.0,0,41.78,17694.0,0.0
313662,0.6973555874124598,0.8106180215523969,1,0.053425,5.28,0.0,9.333333333333334,0,49.34,48082.5,0.0
205771,0.4758679030628575,0.8327850252992314,0,0.0984629816712368,,14.025641025641026,13.5,0,59.11,12280.5,0.0
161547,0.6293329201633691,,1,0.0440488185393441,7.6,0.4583333333333333,37.2,0,55.0,24394.5,0.0
356969,0.5351234115042435,0.7076993447402619,1,0.0511887736860922,4.54,0.5,12.0,1,44.58,51543.0,0.0
435167,0.5716411813650637,0.445396241560834,1,0.0413557779799818,11.57,0.0,24.0,1,63.53,61357.5,0.0
230255,0.5771847214517271,0.6092756673894402,0,0.05,3.28,0.0769230769230769,8.8,0,41.3,10125.0,0.0
233753,0.3047933227545464,,1,0.0469884446262399,1.96,0.7058823529411765,10.5,0,29.88,16542.0,0.0
185843,0.3403320493751593,0.7032033049040319,1,0.0994356806287598,7.26,11.0625,9.428571428571429,0,38.99,24025.5,0.0
374004,0.4743791360569629,0.5602843280409464,1,0.0781515552078556,0.79,0.4074074074074074,8.5,0,39.84,13036.5,0.0
383033,0.2934205527885729,0.0604436913265675,0,0.0425012928410926,10.65,0.1627906976744186,18.60606060606061,0,56.83,41791.5,0.0
409685,0.5910378913255603,0.41534714488434,1,0.0288911940612995,0.28,,,1,24.75,16042.5,0.0
401719,0.3256127983819268,0.6496203111237195,1,0.0392980574424979,,0.0,12.0,0,55.43,29677.5,0.0
226621,0.3040339419609676,0.524496446363472,1,0.0379898989898989,15.67,0.1136363636363636,15.0,0,34.88,16924.5,0.0
227706,0.7497909673556177,0.4241303111942548,0,0.097565,5.64,1.32,7.5,1,40.28,87808.5,0.0
320950,0.4976675360352558,,1,0.0532795305681341,,0.0,11.0,0,62.54,58347.0,0.0
235264,0.4326461445482971,0.363945238612397,1,0.0276080718318985,0.7,,,0,33.67,32211.0,0.0
169145,0.3935372355277085,0.6363761710860439,0,0.0489782527184102,0.48,0.6428571428571429,14.0,0,48.34,18810.0,0.0
338914,0.4810353911094853,0.6161216908872079,0,0.0442,,0.08,17.142857142857142,0,60.24,37791.0,0.0
220625,0.2714170301861608,0.0995036835288706,0,0.079000904159132,0.94,0.4117647058823529,10.0,0,23.54,25164.0,0.0
322808,0.6482458815959821,,1,0.1082549019607843,0.43,2.2903225806451615,11.0,0,27.73,24844.5,0.0
266008,0.5808519881949105,0.4543210601605785,1,0.0448210412147505,6.75,0.0188679245283018,21.0,0,45.16,7438.5,0.0
162228,0.6577589976622946,0.7449321846094795,1,0.0558316831683168,0.63,0.8571428571428571,9.0,0,41.32,25375.5,0.0
336762,0.6151629457334662,0.5744466170995097,0,0.0355891165187011,2.12,0.0,32.888888888888886,0,37.05,28971.0,0.0
102130,0.4933982573286712,0.7407990879702335,1,0.042484,13.92,3.9318181818181817,6.5,0,45.68,47794.5,0.0
249597,0.6599854638013327,0.5460231970049609,1,0.05,8.97,0.7317073170731707,23.333333333333332,1,60.26,40500.0,0.0
160367,0.6052183222447801,0.6610235391308081,1,0.032405,,0.0,18.0,0,59.94,29164.5,0.0
303576,0.4022387549906816,0.6479768603302221,1,0.0376962649674705,8.13,0.0,21.5,0,46.88,15201.0,0.0
207340,0.6674091083845367,0.4031416766587513,1,0.0670986771540936,1.43,0.0,10.0,1,50.78,67563.0,0.0
407949,0.3796717858021859,0.6006575372857061,1,0.0293572621035058,6.22,0.0,11.333333333333334,0,42.52,31653.0,1.0
179902,0.4517161217027341,,0,0.0489910395570772,21.19,0.7142857142857143,60.0,0,54.27,18157.5,0.0
301526,0.7029882364037149,,1,0.05,8.85,0.1833333333333333,11.692307692307692,0,43.8,15750.0,0.0
271737,0.6857748676410291,0.4135967602644276,1,0.0514132794001578,,0.0,12.0,0,54.59,18760.5,0.0
410529,0.6350126420538034,,0,0.1084698575864653,2.85,0.0,11.555555555555555,0,29.02,18234.0,0.0
103466,0.5440815207679375,0.5673792367572691,0,0.0287649253731343,4.14,0.0,8.0,0,28.09,34690.5,0.0
312922,0.4920810140547308,,1,0.05,8.31,0.96875,9.833333333333334,0,36.76,10125.0,0.0
313992,0.6552094637393479,0.6430255641096323,0,0.0375057807923539,,,,0,62.93,10948.5,0.0
309073,0.6027129037882599,0.6479768603302221,1,0.0562974683544303,,1.7,10.0,1,65.6,16011.0,0.0
385888,0.5334965080296629,0.6817058776720116,0,0.051178354409591,,0.6521739130434783,8.8,0,56.29,56092.5,0.0
183544,0.3451052349901019,0.4471785780453068,1,0.051369119944454,3.61,0.0,15.0,0,59.34,21307.5,0.0
159582,0.7136987650346049,0.7544061731797895,1,0.0795053003533568,3.36,0.0,8.0,1,50.09,20250.0,0.0
200022,0.4184969761582558,0.6722428897082422,0,0.0263760307583345,6.01,,,0,40.15,18769.5,0.0
291636,0.6098847614727494,0.5226973172821112,1,0.0331797235023041,18.71,0.1186440677966101,16.0,0,53.18,32400.0,0.0
191536,0.1748543213174284,0.7801436381572275,1,0.0398309448972706,4.39,0.0,12.0,0,48.53,30280.5,0.0
335380,0.7742114002421256,0.7165702448010511,1,0.05,7.52,0.0,9.0,1,38.61,15750.0,0.0
116197,0.6219373194777783,0.1510075350878296,0,0.067056,5.07,0.0,12.5,0,24.85,37719.0,0.0
304876,0.5087917454064658,0.3556387169923543,1,0.05,4.85,0.0,10.0,0,36.18,6750.0,0.0
162877,0.5608891446184107,0.7324033228040929,1,0.0558341340379534,4.33,0.1159420289855072,16.666666666666668,0,46.44,33471.0,1.0
243407,0.5371899655131936,0.7062051096536562,1,0.0727047556142668,0.91,1.0,6.0,0,31.98,39627.0,0.0
173523,0.5319451166368208,0.1261005588362325,1,0.0518642181413466,5.4,5.7407407407407405,11.0,0,44.52,8388.0,0.0
