SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
104468,0,Cash loans,F,N,Y,1,76500.0,454500.0,18153.0,454500.0,"Spouse, partner",Working,Higher education,Married,House / apartment,0.015221,45.22,6.61,-4069.0,-37,,1,1,1,1,1,0,Managers,3.0,2,2,FRIDAY,15,0,0,0,0,0,0,Kindergarten,0.7677646622513291,0.3875568688499024,0.3706496323299817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1730.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
105096,0,Cash loans,M,Y,Y,2,130500.0,675000.0,19737.0,675000.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.010966,49.16,,-2398.0,-1374,4.0,1,0,0,1,1,0,,4.0,2,2,FRIDAY,12,0,0,0,0,0,0,XNA,,0.4335105471074631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,-2565.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
105326,1,Cash loans,F,Y,Y,1,157500.0,544500.0,27931.5,544500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.028663,35.62,2.23,-2139.0,-813,10.0,1,1,0,1,0,0,Managers,3.0,2,2,WEDNESDAY,12,0,0,0,1,1,0,Services,,0.199763227595377,0.3425288720742255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-682.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
106190,0,Cash loans,F,N,Y,0,112500.0,1078200.0,31653.0,900000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.02461,62.16,26.91,-13009.0,-4316,,1,1,0,1,1,0,Core staff,1.0,2,2,SATURDAY,15,0,0,0,0,0,0,Legal Services,,0.6930788948583436,0.7338145369642702,0.4876,0.2966,0.9821,,,0.44,0.3793,0.3333,,0.2641,,0.4799,,0.0329,0.4968,0.3078,0.9821,,,0.4431,0.3793,0.3333,,0.2701,,0.5001,,0.0348,0.4924,0.2966,0.9821,,,0.44,0.3793,0.3333,,0.2687,,0.4886,,0.0336,,block of flats,0.4421,Panel,No,0.0,0.0,0.0,0.0,-709.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,6.0,0.0,0.0
106364,0,Cash loans,F,N,Y,1,112500.0,187704.0,14958.0,148500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,30.46,1.85,-396.0,-1525,,1,1,0,1,0,0,Cooking staff,3.0,3,3,TUESDAY,12,0,0,0,0,0,0,Self-employed,0.4522912875338769,0.3590011491661472,0.3312508645909018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-434.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
106524,0,Cash loans,F,Y,N,0,292500.0,1971072.0,68512.5,1800000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.04622,55.27,2.73,-1051.0,-3661,5.0,1,1,0,1,0,0,Sales staff,2.0,1,1,THURSDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.8557838197657192,0.5599248539207906,0.6109913280868294,0.1041,0.0362,0.997,0.9592,,0.08,0.0345,0.6667,0.0417,0.0098,0.0849,0.124,0.0,0.0,0.1061,0.0375,0.997,0.9608,,0.0806,0.0345,0.6667,0.0417,0.0101,0.0927,0.1285,0.0,0.0,0.1051,0.0362,0.997,0.9597,,0.08,0.0345,0.6667,0.0417,0.01,0.0864,0.1261,0.0,0.0,reg oper account,terraced house,0.097,Mixed,No,0.0,0.0,0.0,0.0,-657.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
106627,0,Cash loans,F,N,Y,0,225000.0,810000.0,23814.0,810000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.04622,54.92,14.13,-10450.0,-3528,,1,1,0,1,0,0,Managers,2.0,1,1,TUESDAY,16,0,0,0,0,0,0,Other,,0.7814027677548885,0.5919766183185521,,,,,,,,,,,,0.1165,,,,,,,,,,,,,,0.1214,,,,,,,,,,,,,,0.1186,,,,block of flats,0.0917,,No,0.0,0.0,0.0,0.0,-557.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,3.0
107034,0,Cash loans,F,N,Y,0,292500.0,900000.0,62770.5,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018209,43.14,15.77,-7008.0,-4166,,1,1,1,1,0,0,Managers,2.0,3,3,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.5989146867016469,0.4456793734737903,0.6279908192952864,0.2577,0.171,0.9891,,,0.2,0.1724,0.4583,,0.1529,,0.0279,,0.0228,0.2626,0.1774,0.9891,,,0.2014,0.1724,0.4583,,0.1564,,0.0291,,0.0241,0.2602,0.171,0.9891,,,0.2,0.1724,0.4583,,0.1555,,0.0284,,0.0233,,block of flats,0.2139,Panel,No,0.0,0.0,0.0,0.0,-2343.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,6.0
107198,0,Cash loans,M,Y,Y,0,180000.0,1006920.0,51543.0,900000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0031219999999999,41.83,9.83,-637.0,-4529,8.0,1,1,0,1,0,0,Drivers,2.0,3,3,WEDNESDAY,10,0,0,0,0,0,0,Self-employed,,0.5246376131276145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1179.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
107778,0,Revolving loans,F,Y,Y,1,112500.0,135000.0,6750.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0196889999999999,40.47,1.97,-5825.0,-4201,12.0,1,1,0,1,0,0,Laborers,3.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Self-employed,0.2100395938452453,0.4873159408177016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1452.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
107842,0,Cash loans,M,Y,Y,0,270000.0,1078200.0,31653.0,900000.0,Family,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.00963,25.64,3.12,-1399.0,-1951,3.0,1,1,0,1,1,0,Drivers,1.0,2,2,MONDAY,18,0,0,0,0,0,0,Trade: type 7,,0.5566461614106536,0.5388627065779676,0.0742,0.0433,0.9871,,,0.08,0.069,0.3333,,0.0433,,0.0775,,0.0219,0.0756,0.0449,0.9871,,,0.0806,0.069,0.3333,,0.0443,,0.0808,,0.0232,0.0749,0.0433,0.9871,,,0.08,0.069,0.3333,,0.0441,,0.0789,,0.0224,,block of flats,0.0657,Panel,No,0.0,0.0,0.0,0.0,-688.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
108004,0,Cash loans,F,Y,Y,1,112500.0,360000.0,17509.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010643,26.75,2.17,-1741.0,-896,13.0,1,1,1,1,0,0,Core staff,3.0,2,2,MONDAY,12,0,0,0,0,0,0,Kindergarten,0.4073898110172826,0.4524473739265871,0.3217352821966848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-598.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
110057,0,Cash loans,M,Y,Y,0,540000.0,1123681.5,62874.0,1062000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008019,39.95,0.56,-3102.0,-5011,10.0,1,1,0,1,1,0,Managers,2.0,2,2,TUESDAY,12,0,0,0,0,1,1,Business Entity Type 3,0.3327794692121039,0.546944116743701,0.1674084472266241,0.1485,0.1055,0.9851,0.7959999999999999,0.0878,0.16,0.1379,0.3333,0.0,0.0641,0.121,0.091,0.0,0.0,0.1513,0.1095,0.9851,0.804,0.0886,0.1611,0.1379,0.3333,0.0,0.0655,0.1322,0.0948,0.0,0.0,0.1499,0.1055,0.9851,0.7987,0.0883,0.16,0.1379,0.3333,0.0,0.0652,0.1231,0.0926,0.0,0.0,reg oper account,block of flats,0.1195,Panel,No,1.0,0.0,1.0,0.0,-376.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
110689,0,Cash loans,F,N,Y,0,135000.0,722394.0,23431.5,603000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.018801,47.98,1.12,-5396.0,-1057,,1,1,0,1,1,0,Sales staff,1.0,2,2,WEDNESDAY,6,0,0,0,0,1,1,Business Entity Type 3,0.7105782383997724,0.2693850817102016,0.3425288720742255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,-203.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
110690,0,Cash loans,M,Y,Y,0,261000.0,842076.0,84267.0,810000.0,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,0.001276,51.29,1.88,-595.0,-2226,16.0,1,1,0,1,0,0,,2.0,2,2,THURSDAY,4,0,0,0,0,0,0,Other,0.4825960156031718,0.4259332346434778,0.6041125998015721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-399.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
111245,0,Cash loans,F,N,N,0,157500.0,612612.0,23463.0,495000.0,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.0116569999999999,54.0,7.93,-416.0,-2355,,1,1,0,1,0,0,Laborers,2.0,1,1,SATURDAY,10,0,0,0,0,1,1,Business Entity Type 3,,0.6637781598399469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
111619,0,Revolving loans,F,N,N,2,180000.0,540000.0,27000.0,540000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00496,33.73,4.72,-6006.0,-4480,,1,1,0,1,0,0,Sales staff,4.0,2,2,TUESDAY,13,0,0,0,0,1,1,Trade: type 3,0.3627035682785607,0.6993640072570164,0.6092756673894402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
111806,0,Cash loans,F,Y,Y,0,112500.0,675000.0,53329.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,39.96,6.2,-3169.0,-3452,3.0,1,1,1,1,0,0,Sales staff,2.0,2,2,THURSDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.5073761905204576,0.7001838506835805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-554.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
